sedol,citicode,full_description,ismininv_monthly,reg_saver,closed_fund,fund_name,aims,description,company_id,company_name,sector_id,sector_name,unit_type,full_description_with_unit_type,initial_charge,annual_charge,vantage_charge,net_annual_charge,initial_saving,annual_saving,holding_fee,loaded,linksedol_code,restrict_ot,payment_frequency,payment_type,Wealth150,trustee,assumed_growth,assumed_growth2,valuation_point,comment,tracker,yieldreduct,yieldreduct2,launch_price,launch_currency,num_holdings,icvc,sicav,plusfund,standard_amc,standard_ocf,total_expenses,charge_source,valuation_frequency,val_info,lsmininv,yield,kiid,kiid_url,running_yield,historic_yield,distribution_yield,underlying_yield,gross_yield,gross_running_yield,loyalty_bonus,reg_saver_min_inv,lump_sum_min_inv,renewal_commission,initial_commission,fund_size,risk_rating,other_expenses,cost_segment,update_time,ref_date,perf3m,perf6m,perf12m,perf36m,perf60m,perf120m,perf0t12m,perf12t24m,perf24t36m,perf36t48m,perf48t60m,perf3m_reinv,perf6m_reinv,perf12m_reinv,perf36m_reinv,perf60m_reinv,perf120m_reinv,perf0t12m_reinv,perf12t24m_reinv,perf24t36m_reinv,perf36t48m_reinv,perf48t60m_reinv,ter,is_unit_trust,is_oeic,isaable,sippable,unwrapable,launchdate,sales_only,bid_price,offer_price,price_change,percent_change,updated,investment_pathway
BLH2306,TKTD,Fidelity Sustainable Multi Asset Conservative (W),25.00,1,0,Fidelity Sustainable Multi Asset Conservative (W),,Sustainable Multi Asset Conservative (W),76,Fidelity,137,Mixed Investment 0-35% Shares,Accumulation,Fidelity Sustainable Multi Asset Conservative (W) (Acc),0.00,0.50000,0.0000,0.50000,0.00,0.00000,0.000000,0,,0,N/a,Dividend,0,0,0.00,0.00,12:00,,0,0.00,0.00,0.00,,1397,0,1,,0.0000,0.50000,0.50,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=173c2e10-5c3b-4d2c-bd52-c798c43fd657&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,5.0,,0.000,1,2024-10-26 06:03:02,0000-00-00,2.2400,5.0100,12.9300,-2.8700,,,12.9300,0.1700,-14.1400,,,,,,,,,,,,,,0.50,0,0,1,1,1,0000-00-00 00:00:00,N,98.59,98.59,-0.06,-0.06,2024-10-25,N
BLH2339,D91V,Fidelity Sustainable Multi Asset Growth (W),25.00,1,0,Fidelity Sustainable Multi Asset Growth (W),,Sustainable Multi Asset Growth (W),76,Fidelity,107,Mixed Investment 40-85% Shares,Accumulation,Fidelity Sustainable Multi Asset Growth (W) (Acc),0.00,0.50000,0.0000,0.50000,0.00,0.00000,0.000000,0,,0,N/a,Dividend,0,0,0.00,0.00,12:00,,0,0.00,0.00,0.00,,1335,0,1,,0.0000,0.50000,0.50,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=a127c6c7-6f48-4af8-997d-652a745704cc&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,7.7,,0.000,1,2024-10-26 06:02:01,0000-00-00,3.7900,7.3700,19.1600,8.4100,,,19.1600,2.1700,-10.9600,,,,,,,,,,,,,,0.50,0,0,1,1,1,0000-00-00 00:00:00,N,112.20000000000002,112.20000000000002,-0.10,-0.09,2024-10-25,N
0337366,FI21,Fidelity Sustainable UK Equity (Class W),25.00,1,0,Fidelity Sustainable UK Equity (Class W),"The Funds investment objective is to achieve long term capital appreciation. The Fund will invest primarily in the shares of companies in the United Kingdom. There is No policy to restrict investment to particular ecoNomic sectors.
NB: Derivatives may also be used for efficient portfolio management purposes.",Sustainable UK Equity (Class W),76,Fidelity,101,UK All Companies,Accumulation,Fidelity Sustainable UK Equity (Class W) (Acc),0.00,0.88000,0.5000,0.88000,0.00,0.00000,2.000000,0,,0,Quarterly,Dividend,0,8,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,189,0,0,N,0.0000,0.88000,0.88,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=b98599e8-a513-4493-9987-50e0f786db79&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,154.7,,0.080,4,2024-10-26 06:02:10,0000-00-00,3.8100,8.0700,25.8400,20.0700,35.8600,,25.8400,2.0000,-6.4500,27.7400,-11.4200,,,,,,,,,,,,0.88,0,1,1,1,1,1996-05-31 00:00:00,N,597.1,597.1,-3.30,-0.55,2024-10-25,N
BM8BGD3,T2LB,Fidelity Sustainable US Equity (Class Y),25.00,1,0,Fidelity Sustainable US Equity (Class Y),"The fund aims to provide long-term capital growth, principally through investment in US equity securities.
The fund is part of the Fidelity Sustainable Family of Funds and adopts a Sustainable Focused strategy under which a minimum of 90% of the funds net assets will be analysed as to whether they maintain sustainable characteristics and a minimum of 70% of the funds net assets will be invested in securities deemed to maintain sustainable characteristics, as described in the section entitled 1.3.2 (b) Fidelity Sustainable Family of Funds. The average ESG rating of the fund will exceed the average ESG rating of the funds investment universe after the exclusion of 20% of the assets with the lowest ESG ratings.
The fund is actively managed. The Investment Manager will, when selecting investments for the fund and for the purposes of monitoring risk, reference the S&P 500 Index (the Index) as the Index constituents best represent the characteristics the fund is seeking to gain exposure to. The funds performance can be assessed against its Index.
The Investment Manager has a wide range of discretion relative to the Index. While the fund will hold assets that are components of the Index, it may also invest in issuers, sectors, countries and security types that are not included in, and that have different weightings from, the Index in order to take advantage of investment opportunities. It is expected that over long time periods, the funds performance will differ from the Index. However, over short time periods, the funds performance may be close to the Index, depending on market conditions.
Shareholders attention is drawn to the fact that the Index is not an index which integrates environmental and social considerations. Instead, the fund promotes environmental and social characteristics by adhering to the Fidelity Sustainable Family Framework, as described above.",Sustainable US Equity (Class Y),76,Fidelity,110,North America,Accumulation,Fidelity Sustainable US Equity (Class Y) (Acc),0.00,1.07000,0.0000,1.07000,0.00,0.00000,0.000000,0,,0,Annually,Dividend,0,0,0.00,0.00,17:00,,0,0.00,0.00,10.00,USD,46,0,1,,0.0000,1.07000,1.07,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=df60797e-d839-45ad-add8-aaffcbb12545&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,95.2,,0.270,5,2024-10-26 06:03:01,0000-00-00,3.4000,5.6700,22.9800,10.7300,,,22.9800,2.2900,-11.9700,,,,,,,,,,,,,,1.07,0,0,1,1,1,2004-03-01 00:00:00,N,115.6,115.6,-0.10,-0.09,2024-10-25,N
BF7JH14,PP9S,Fidelity Sustainable Water & Waste (Class W Offsh),25.00,1,0,Fidelity Sustainable Water & Waste (Class W Offshore),"The fund aims to achieve long-term capital growth from a portfolio primarily made up of equity securities issued by companies throughout the world and involved in the design, manufacture, or sale of products and services used for or in connection with water and waste management sectors. As this fund may invest globally, it may be exposed to countries considered to be emerging markets.
The fund is part of the Fidelity Sustainable Family of Funds and adopts a Sustainable Thematic strategy, under which a minimum of 90% of the funds net assets will be analysed as to whether they maintain sustainable characteristics and a minimum of 70% of the funds net assets will be invested in securities which are deemed to maintain sustainable characteristics, as described in the section entitled 1.3.2 (b) Fidelity Sustainable Family of Funds. When selecting investments, the funds investment universe will be reduced by at least 20% due to the exclusion of issuers on the basis of their ESG characteristics.
The water management sector includes but is not limited to, those companies involved in water production, water conditioning, de-salination, supply, bottling, transport and dispatching of water. The waste management sector includes but is not limited to, those companies involved in the collection, recovery and disposal of waste; including recycling, incineration, anaerobic digestion of food waste (biological processes) and landfilling of residual waste. The sector also includes those companies specialising in the treatment of wastewater, sewage, solid, liquid and chemical waste and any consulting or engineering services in connection with these activities. 
The fund may invest its net assets directly in China A and B Shares.",Sustainable Water & Waste (Class W Offshore),76,Fidelity,109,Global,Accumulation,Fidelity Sustainable Water & Waste (Class W Offsh) (Acc),0.00,1.04000,0.0000,1.04000,0.00,0.00000,0.000000,0,,0,N/a,Dividend,0,10,0.00,0.00,17:00,,0,0.00,0.00,0.00,USD,45,0,1,,0.0000,1.04000,1.04,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=50c90b35-ee39-4528-ae3d-93cb4a3953bc&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,1254.7,,0.240,5,2024-10-26 06:02:47,0000-00-00,1.3100,1.4400,23.0200,0.3200,29.2700,,23.0200,-0.7100,-17.8600,23.2100,4.5900,,,,,,,,,,,,1.04,0,0,1,1,1,1990-06-15 00:00:00,N,155,155,-0.20,-0.13,2024-10-25,N
BF7JH03,PP9T,Fidelity Sustainable Water & Waste (Class W),0.00,0,0,Fidelity Sustainable Water & Waste (Class W Offshore),"The fund aims to achieve long-term capital growth from a portfolio primarily made up of equity securities issued by companies throughout the world and involved in the design, manufacture, or sale of products and services used for or in connection with water and waste management sectors. As this fund may invest globally, it may be exposed to countries considered to be emerging markets.
The fund is part of the Fidelity Sustainable Family of Funds and adopts a Sustainable Thematic strategy, under which a minimum of 90% of the funds net assets will be analysed as to whether they maintain sustainable characteristics and a minimum of 70% of the funds net assets will be invested in securities which are deemed to maintain sustainable characteristics, as described in the section entitled 1.3.2 (b) Fidelity Sustainable Family of Funds. When selecting investments, the funds investment universe will be reduced by at least 20% due to the exclusion of issuers on the basis of their ESG characteristics.
The water management sector includes but is not limited to, those companies involved in water production, water conditioning, de-salination, supply, bottling, transport and dispatching of water. The waste management sector includes but is not limited to, those companies involved in the collection, recovery and disposal of waste; including recycling, incineration, anaerobic digestion of food waste (biological processes) and landfilling of residual waste. The sector also includes those companies specialising in the treatment of wastewater, sewage, solid, liquid and chemical waste and any consulting or engineering services in connection with these activities. 
The fund may invest its net assets directly in China A and B Shares.",Sustainable Water & Waste (Class W Offshore),76,Fidelity,109,Global,Income,Fidelity Sustainable Water & Waste (Class W) (Inc),0.00,1.04000,0.0000,1.04000,0.00,0.00000,0.000000,0,,0,N/a,Dividend,0,0,0.00,0.00,17:00,,0,0.00,0.00,0.00,USD,45,0,1,,0.0000,1.04000,1.04,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=d4891a1f-5578-486f-b0c0-1221fe4f4386&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.00,100.00,0.000,0.000,1254.7,,0.240,5,2024-10-26 06:02:47,0000-00-00,1.3100,1.4500,23.0300,0.3200,29.2800,,23.0300,-0.7000,-17.8800,23.1600,4.6300,,,,,,,,,,,,1.04,0,0,1,1,1,1990-06-15 00:00:00,N,151.8,151.8,-0.20,-0.13,2024-10-25,N
BH7HNY7,0LHW,Fidelity UK Opportunities (Class W),25.00,1,0,Fidelity UK Opportunities (Class W),The objective of  the fund is to provide investors with consistent long term returns primarily from capital as well as income by investing principally in  a concentrated portfolio of securities issued by UK companies.,UK Opportunities (Class W),76,Fidelity,101,UK All Companies,Accumulation,Fidelity UK Opportunities (Class W) (Acc),0.00,0.67000,0.0000,0.67000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,36,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,56,0,0,N,0.0000,0.67000,0.67,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=ab6920af-6862-40dd-af59-54bd715b3e50&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,372.8,,-0.080,2,2024-10-26 06:01:48,0000-00-00,1.5000,2.8800,17.3000,-15.7900,13.5300,,17.3000,-1.3000,-27.2600,40.1900,-3.8300,,,,,,,,,,,,0.67,0,1,1,1,1,2014-02-07 00:00:00,,257.6,257.6,-1.90,-0.73,2024-10-25,N
BH7HNZ8,JY8J,Fidelity UK Opportunities (Class W),25.00,1,0,Fidelity UK Opportunities (Class W),The objective of  the fund is to provide investors with consistent long term returns primarily from capital as well as income by investing principally in  a concentrated portfolio of securities issued by UK companies.,UK Opportunities (Class W),76,Fidelity,101,UK All Companies,Income,Fidelity UK Opportunities (Class W) (Inc),0.00,0.67000,0.0000,0.67000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,36,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,56,0,0,N,0.0000,0.67000,0.67,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=5622c3ce-628e-4fe9-a692-40e0a7486880&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,372.8,,-0.080,2,2024-10-26 06:02:23,0000-00-00,1.4800,2.8600,17.3100,-15.8000,13.5200,,17.3100,-1.2100,-27.3500,40.1600,-3.8000,,,,,,,,,,,,0.67,0,1,1,1,1,2014-02-07 00:00:00,,122.50000000000001,122.50000000000001,-0.90,-0.73,2024-10-25,N
BFRT394,JTYC,Fidelity UK Select (Class W),25.00,1,0,Fidelity UK Select (Class W),"The Funds investment objective is to achieve long term capital growth from a portfolio primarily invested in the shares of UK companies. The portfolio is likely to be concentrated although the authorised corporate director is not restricted in terms of number of holdings and is not restricted in its choice of company by either size or industry. A concentrated portfolio may comprise a smaller number of holdings having a large weighting in the overall portfolio and any price movement of any individual holdings may impact the Fund to a greater extent than if the Funds investments were comprised of a larger number of holdings

The Fund may also invest in other transferable securities, units in collective investment schemes, money market instruments, cash and deposits. The Fund can use derivatives for the purpose of efficient portfolio management with the aim of risk or cost reduction or to generate additional capital or income in line with the Fund's risk profile.",UK Select (Class W),76,Fidelity,101,UK All Companies,Accumulation,Fidelity UK Select (Class W) (Acc),0.00,0.81000,0.0000,0.81000,0.00,0.00000,0.000000,0,,0,Annually,Dividend,0,8,0.00,0.00,12:00,,0,0.00,0.00,0.25,GBP,46,0,0,N,0.0000,0.81000,0.81,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=57569580-538f-40bb-8ca6-8cc16eb3c745&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,661.1,,0.060,3,2024-10-26 06:02:22,0000-00-00,3.1600,3.8600,18.2900,14.6500,31.9600,,18.2900,4.7500,-7.4700,25.4600,-8.2600,,,,,,,,,,,,0.81,0,1,1,1,1,1987-11-09 00:00:00,,424.9,424.9,-1.80,-0.42,2024-10-25,N
B7VNMB1,GMUG,Fidelity UK Smaller Companies (Class W),25.00,1,0,Fidelity UK Smaller Companies (Class W),"The aim is to achieve long term capital growth. It invests primarily in the shares of UK smaller companies (equities). It may also invest in other transferable securities, units in collective investment schemes, money market instruments, cash and deposits. The fund may use derivatives and forward transactions for investment purposes",UK Smaller Companies (Class W),76,Fidelity,118,UK Smaller Companies,Accumulation,Fidelity UK Smaller Companies (Class W) (Acc),0.00,0.92000,0.0000,0.92000,0.00,0.00000,0.000000,0,,0,Annually,Dividend,0,8,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,125,0,0,N,0.0000,0.92000,0.92,N/a,Daily,,100.00,2.06,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=d99aa463-c0e6-40c6-9161-f4db18febab0&user=hl_website_documents,0.00,2.06,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,703.4,,0.170,4,2024-10-26 06:02:14,0000-00-00,-3.1400,3.7700,22.5700,8.1800,56.9700,,22.5700,6.3600,-17.0200,62.3800,-10.6400,,,,,,,,,,,,0.92,0,1,1,1,1,2008-02-29 00:00:00,N,409.99999999999994,409.99999999999994,-1.60,-0.39,2024-10-25,N
BLPK0N4,WVS9,Fidelity UK Special Situations (Y GBP),25.00,1,0,Fidelity UK Special Situations (Y GBP),"The fund aims to achieve long term capital growth from a portfolio primarily made up of the equity securities of companies that are listed, incorporated or have their domicile in, or exercise a majority of their activity in the UK. The Investment Manager will focus on companies it believes to be undervalued and whose recovery potential (i.e. potential recovery of share prices reflecting improving business fundamentals) is not recognised by the market (i.e. special situations). The fund will have a mixture of investments in larger, medium and smaller sized companies. The Investment Manager is not restricted in its choice of companies either by size or industry, and will choose stocks largely determined by the availability of attractive investment opportunities. 
The fund is actively managed and references the FTSE All Share Index (the Index) for performance comparison only.",UK Special Situations (Y GBP),76,Fidelity,101,UK All Companies,Accumulation,Fidelity UK Special Situations (Y GBP) (Acc),0.00,1.08000,0.0000,1.08000,0.00,0.00000,0.000000,0,,0,N/a,Dividend,0,0,0.00,0.00,17:00,,0,0.00,0.00,0.00,,83,0,1,,0.0000,1.08000,1.08,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=9d4e10b8-11bf-477c-ab8f-78087b3dad5b&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,89.4,,0.280,5,2024-10-26 06:03:08,0000-00-00,1.6000,9.2100,27.4000,22.2400,,,27.4000,1.9300,-5.8600,,,,,,,,,,,,,,1.08,0,0,1,1,1,0000-00-00 00:00:00,N,120.9,120.9,-0.30,-0.25,2024-10-25,N
BQ1MCM2,ZB1L,Fidelity US Dollar Bond,25.00,1,0,Fidelity US Dollar Bond (Class W),"The fund invests principally in US Dollar denominated debt securities.
A minimum of 50% of the funds net assets will be invested in securities deemed to maintain sustainable characteristics, as described in the section entitled 1.3.2(a) Fidelity Sustainable Investing Framework above. 
The fund is actively managed. The Investment Manager will, when selecting investments for the Fund and for the purposes of monitoring risk, consider the ICE BofA Q4AR Custom Index (a custom USD Aggregate Bond index) (the Index) as the Index constituents best represent the characteristics the fund is seeking to gain exposure to. When monitoring risk, the Investment Manager references the Index for the purpose of setting internal guidelines. These guidelines represent overall levels of exposure relative to the Index and do not imply that the fund will invest in the Index constituents. Where the fund invests in securities that are included in the Index its allocation to those securities is likely to differ from the Index allocation. The Investment Manager has a wide degree of freedom relative to the Index with regards to investment selection and it may invest in issuers, sectors, countries and security types not included in the Index in order to take advantage of investment opportunities. It is expected that over long time periods, the funds performance will differ from the Index. However, over short time periods, the funds performance may be close to the Index, depending on market conditions. The funds performance can be assessed against its Index.
Shareholders attention is drawn to the fact that the Index is not an index which integrates environmental and social considerations. Instead, the fund promotes environmental and social characteristics by adhering to the Fidelity Sustainable Investing Framework, as described above.",US Dollar Bond (Class W),76,Fidelity,48,Unclassified,Accumulation,Fidelity US Dollar Bond (Acc),0.00,0.64000,0.0000,0.64000,0.00,0.00000,0.000000,0,,0,Bi-annually,Interest,0,0,0.00,0.00,17:00,,0,0.00,0.00,10.00,USD,235,0,1,,0.0000,0.64000,0.64,N/a,Daily,,100.00,3.58,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=27182983-3bde-46ba-8e92-5e465a041b66&user=hl_website_documents,0.00,0.00,3.58,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,4086.3,,0.240,6,2024-10-26 06:03:11,0000-00-00,0.7400,1.7000,3.6800,,,,3.6800,-4.7400,,,,,,,,,,,,,,,0.64,0,0,1,1,1,1990-11-12 00:00:00,N,95.8,95.8,-0.10,-0.10,2024-10-25,N
BJVDZ49,K5LZ,Fidelity US High Yield (Class W),25.00,1,0,Fidelity US High Yield (Class W),"This fund seeks a high level of current income and capital appreciation by investing primarily in high-yielding, lower-quality securities of issuers that have their principal business activities in the United States. This fund will suit those investors seeking high income and capital appreciation and who are prepared to accept the risks associated with this type of investment. The type of debt securities in which the fund will primarily invest will be subject to high risk, will not be required to meet a minimum rating standard and may not be rated for creditworthiness by any internationally recognised rating agency.
The fund is actively managed and references the ICE BofA US High Yield Constrained Index (the Index) for performance comparison only. The funds exposure to Distressed Securities is limited to 10% of its assets.",US High Yield (Class W),76,Fidelity,48,Unclassified,Accumulation,Fidelity US High Yield (Class W) (Acc),0.00,0.89000,0.0000,0.89000,0.00,0.00000,0.000000,0,,0,Monthly,Interest,0,0,0.00,0.00,17:00,,0,0.00,0.00,10.00,USD,363,0,1,,0.0000,0.89000,0.89,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=04e5a76f-bb1c-445e-9232-4482955a1e16&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,2619.3,,0.240,6,2024-10-26 06:02:23,0000-00-00,2.0100,2.4800,7.1300,13.9300,19.2200,,7.1300,-0.5300,6.9100,4.6400,0.0000,,,,,,,,,,,,0.89,0,0,1,1,1,2001-09-05 00:00:00,N,202.8,202.8,0.00,0.00,2024-10-25,N
B1FHF74,G830,Fidelity US High Yield (EUR),25.00,1,0,Fidelity US High Yield (EUR),"This fund seeks a high level of current income and capital appreciation by investing primarily in high-yielding, lower-quality securities of issuers that have their principal business activities in the United States. This fund will suit those investors seeking high income and capital appreciation and who are prepared to accept the risks associated with this type of investment. The type of debt securities in which the fund will primarily invest will be subject to high risk, will not be required to meet a minimum rating standard and may not be rated for creditworthiness by any internationally recognised rating agency.
The fund is actively managed and references the ICE BofA US High Yield Constrained Index (the Index) for performance comparison only. The funds exposure to Distressed Securities is limited to 10% of its assets.",US High Yield (EUR),76,Fidelity,48,Unclassified,Accumulation,Fidelity US High Yield (EUR) (Acc),3.50,1.39000,0.0000,1.14000,3.50,0.25000,0.000000,0,,0,Monthly,Interest,0,10,0.00,5.00,17:00,,0,0.00,3.40,10.00,USD,363,0,1,,0.0000,1.39000,1.39,N/a,Daily,,100.00,5.10,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=41757136-8c70-4c83-9f16-277770e7441d&user=hl_website_documents,6.38,0.00,5.10,0.00,5.69,0.00,0.250,25.00,100.00,0.250,0.000,2619.3,,0.390,6,2024-10-26 06:02:14,0000-00-00,1.9700,2.3300,6.7000,12.2100,16.2600,,6.7000,-1.0800,6.3100,4.2800,-0.6500,,,,,,,,,,,,1.39,0,0,1,1,1,2001-09-05 00:00:00,,30.58000,30.58000,0.01,0.03,2024-10-25,N
BNGFK43,T10N,Fiera Capital Atlas Global Companies (Class I),25.00,1,0,Fiera Capital Atlas Global Companies (Class I),"The investment objective of the Fund is to seek to deliver annualised double digit returns (10% or greater) before fees and costs, with lower risk of capital loss than broader global equity markets, over the long term.",Atlas Global Companies (Class I),1341,Fiera Capital,109,Global,Accumulation,Fiera Capital Atlas Global Companies (Class I) (Acc),5.00,0.85000,0.0000,0.85000,5.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,0,0.00,0.00,21:00,,0,0.00,0.00,1.00,USD,0,0,0,,0.0000,0.85000,0.85,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=68c736b1-1fc8-4220-a2a8-b0958c6558d5&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,0.0,,0.100,3,2024-10-26 06:03:01,0000-00-00,5.9200,0.6100,13.9900,-1.4500,62.0200,,13.9900,1.3400,-14.6900,24.1700,32.4000,,,,,,,,,,,,0.85,0,1,1,1,1,2017-03-29 00:00:00,N,128.35000000000002,128.35000000000002,-0.40,-0.31,2024-10-24,N
BZ60KH5,P2TZ,Fiera Capital Global Equity (Class C),25.00,1,0,Fiera Capital Global Equity (Class C),The investment objective of the Fiera Capital Global Equity Fund is to achieve superior and sustainable returns by investing in a long-only portfolio of global equities.,Global Equity (Class C),1341,Fiera Capital,109,Global,Accumulation,Fiera Capital Global Equity (Class C) (Acc),5.00,0.99000,0.0000,0.99000,5.00,0.00000,0.000000,0,,0,N/a,Dividend,0,35,0.00,0.00,12:00,,0,0.00,0.00,10.00,USD,31,0,0,,0.0000,0.99000,0.99,Income,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=c9c198fc-5c32-4c17-a245-7ac1e6b4e559&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,204.0,,0.140,4,2024-10-26 06:02:42,0000-00-00,3.6800,5.6100,17.9800,20.5800,72.5000,,17.9800,5.5600,-3.1800,24.2700,15.1200,,,,,,,,,,,,0.99,0,1,1,1,1,2018-01-16 00:00:00,,1576,1576,-10.10,-0.64,2024-10-24,N
B3Q4PM3,NBL4,Fiera Capital Magna MENA,25.00,1,0,Fiera Capital Magna MENA,The investment objective of the Magna MENA Fund is to achieve capital appreciation through investment in a portfolio consisting primarily of MENA Securities.,Magna MENA,1341,Fiera Capital,129,Specialist,Accumulation,Fiera Capital Magna MENA (Acc),5.00,1.90000,0.0000,1.90000,5.00,0.00000,0.000000,0,,0,N/a,Dividend,0,35,0.00,0.00,00:00,,0,0.00,0.00,10.00,EUR,37,0,0,,0.0000,1.90000,1.90,Income,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=02e4b6de-7e95-4171-9f4b-b0001229b6d8&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,66.4,,0.650,5,2024-10-26 06:02:34,0000-00-00,-2.3600,-3.5700,15.7700,50.0400,82.5000,,15.7700,1.5100,27.6800,30.6000,-6.8700,,,,,,,,,,,,1.90,0,1,1,1,1,2011-02-22 00:00:00,,6508.599999999999,6508.599999999999,-8.90,-0.14,2024-10-24,N
BKRCML3,KQEY,Fiera Capital Magna MENA (G),25.00,1,0,Fiera Capital Magna MENA (G),The investment objective of the Magna MENA Fund is to achieve capital appreciation through investment in a portfolio consisting primarily of MENA Securities.,Magna MENA (G),1341,Fiera Capital,129,Specialist,Accumulation,Fiera Capital Magna MENA (G) (Acc),5.00,1.74000,0.0000,1.74000,5.00,0.00000,0.000000,0,,0,N/a,Dividend,0,35,0.00,0.00,21:00,,0,0.00,0.00,10.00,EUR,37,0,0,,0.0000,1.74000,1.74,Income,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=aadfc09b-9377-45d8-8166-08af7dcf8e3f&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,66.4,,0.740,5,2024-10-26 06:02:25,0000-00-00,-2.3300,-3.4400,15.6800,51.0400,84.4500,,15.6800,2.0000,28.0100,30.9200,-6.7200,,,,,,,,,,,,1.74,0,1,1,1,1,2011-02-22 00:00:00,,3305.6,3305.6,-4.50,-0.14,2024-10-24,N
